lemma,length,suffix_2,suffix_3,suffix_4,prefix_2,prefix_3,prefix_4,projection_x,projection_y,article
panko,5,ko,nko,anko,pa,pan,pank,12.334191,7.3475003,de
paneermeel,10,el,eel,meel,pa,pan,pane,11.168834,7.1542335,de
speklappen,10,en,pen,ppen,sp,spe,spek,11.516044,6.950591,de
stoofvlees,10,es,ees,lees,st,sto,stoo,12.210269,5.032429,het
Kulturforum,11,um,rum,orum,ku,kul,kult,13.4563,10.264207,het
cultuurforum,12,um,rum,orum,cu,cul,cult,13.597819,10.265615,het
s-bahn,6,hn,ahn,bahn,s-,s-b,s-ba,7.2333307,8.77225,de
Rechtzetting,12,ng,ing,ting,re,rec,rech,9.568268,9.245267,de
mosterd,7,rd,erd,terd,mo,mos,most,12.872862,7.364716,de
bloemekes,9,es,kes,ekes,bl,blo,bloe,12.980801,4.8256636,de
ventje,6,je,tje,ntje,ve,ven,vent,12.595075,7.167695,het
rechtzetting,12,ng,ing,ting,re,rec,rech,9.742182,9.204988,de
fornuisgroep,12,ep,oep,roep,fo,for,forn,10.624079,12.118191,de
zuid-westen,11,en,ten,sten,zu,zui,zuid,11.065607,4.0107727,het
c.v.-opstelling,15,ng,ing,ling,c.,c.v,c.v.,13.820824,7.840812,de
bergvliering,12,ng,ing,ring,be,ber,berg,10.95931,8.520233,de
Stentor,7,or,tor,ntor,st,ste,sten,11.6613,7.5739627,de
IJsselmeerziekenhuizen,22,en,zen,izen,ij,ijs,ijss,7.8288913,5.9305,de
Visiedocument,13,nt,ent,ment,vi,vis,visi,12.665003,6.8674273,het
zoekprovider,12,er,der,ider,zo,zoe,zoek,12.364812,16.064318,de
sportstoe,9,oe,toe,stoe,sp,spo,spor,5.6809425,10.2162285,de
audiosysteem,12,em,eem,teem,au,aud,audi,15.926997,12.582303,het
achteruitrijcamera,18,ra,era,mera,ac,ach,acht,13.945713,13.279408,de
prinsengracht,13,ht,cht,acht,pr,pri,prin,12.616838,6.7483563,de
Brouwersgracht,14,ht,cht,acht,br,bro,brou,12.469762,6.2652507,de
noordkant,9,nt,ant,kant,no,noo,noor,11.018219,4.0666428,de
wateroppervlak,14,ak,lak,vlak,wa,wat,wate,10.020716,3.5466936,het
meerdere,8,re,ere,dere,me,mee,meer,11.749031,8.592485,het
inspiratiepagina,16,na,ina,gina,in,ins,insp,12.755732,12.983175,de
burcht,6,ht,cht,rcht,bu,bur,burc,13.321211,6.411933,de
Pestkant,8,nt,ant,kant,pe,pes,pest,11.592508,6.2195845,de
parlementsgebouw,16,uw,ouw,bouw,pa,par,parl,10.648475,13.348609,het
bima,4,ma,ima,bima,bi,bim,bima,14.119866,6.5161085,de
stolpersteine-struikelstenen-,29,n-,en-,nen-,st,sto,stol,10.612466,7.102802,de
Pijlkruiser,11,er,ser,iser,pi,pij,pijl,9.690513,5.3529415,de
ruïnebar,8,ar,bar,ebar,ru,ruï,ruïn,11.023478,7.193326,de
reuzenrad,9,ad,rad,nrad,re,reu,reuz,9.610442,9.082271,het
camperapp,9,pp,app,rapp,ca,cam,camp,15.866096,7.320493,de
daklijst,8,st,jst,ijst,da,dak,dakl,8.576294,7.964182,de
netten,6,en,ten,tten,ne,net,nett,8.953504,10.39707,het
veerboot,8,ot,oot,boot,ve,vee,veer,14.677957,8.123215,de
pont,4,nt,ont,pont,po,pon,pont,10.146887,7.848282,de
navi,4,vi,avi,navi,na,nav,navi,13.244485,7.6085744,de
struikelstean,13,an,ean,tean,st,str,stru,11.2782545,7.0417104,de
rijhal,6,al,hal,jhal,ri,rij,rijh,12.991536,6.9778194,de
rijvereniging,13,ng,ing,ging,ri,rij,rijv,6.664189,8.952312,de
wironruiters,12,rs,ers,ters,wi,wir,wiro,8.342503,9.789636,de
kür,3,ür,kür,kür,kü,kür,kür,12.320079,8.016646,de
showteam,8,am,eam,team,sh,sho,show,13.889396,11.86392,het
klasses,7,es,ses,sses,kl,kla,klas,6.613439,11.690042,de
peiltjestoets,13,ts,ets,oets,pe,pei,peil,12.182294,4.583828,de
Search-option,13,on,ion,tion,se,sea,sear,12.364405,16.078003,de
apocriefe,9,fe,efe,iefe,ap,apo,apoc,12.569001,7.676971,het
bijbelverhaal,13,al,aal,haal,bi,bij,bijb,14.390465,9.605565,de
sortering,9,ng,ing,ring,so,sor,sort,12.35445,16.045294,de
muziekbestanden,15,en,den,nden,mu,muz,muzi,15.462245,12.015803,de
reserveonderdeel,16,el,eel,deel,re,res,rese,9.271991,10.345447,de
carriage,8,ge,age,iage,ca,car,carr,6.747203,8.671663,de
leplazerus,10,us,rus,erus,le,lep,lepl,12.48739,6.735893,het
tuinonderhoud,13,ud,oud,houd,tu,tui,tuin,11.455401,4.8121014,het
guys,4,ys,uys,guys,gu,guy,guys,13.315119,8.829667,de
opdrachtovereenkomst,20,st,mst,omst,op,opd,opdr,9.422772,12.049967,de
account-aanmeldmogelijkheid,27,id,eid,heid,ac,acc,acco,8.56243,12.9417,de
inloggegeven,12,en,ven,even,in,inl,inlo,9.892077,11.328289,de
contractspartij,15,ij,tij,rtij,co,con,cont,9.348424,12.065514,de
duurovereenkomst,16,st,mst,omst,du,duu,duur,8.008782,12.8236885,de
opzegging,9,ng,ing,ging,op,opz,opze,11.0465,9.075968,de
bestelprocedure,15,re,ure,dure,be,bes,best,9.809625,10.155047,de
Licentievoorwaarden,19,en,den,rden,li,lic,lice,10.804673,11.840521,de
verzendinstructie,17,ie,tie,ctie,ve,ver,verz,10.995652,8.988127,de
Uitvoeringswet,14,et,wet,swet,ui,uit,uitv,11.111931,12.071089,de
dagtarief,9,ef,ief,rief,da,dag,dagt,6.053703,7.1209903,het
registratieformulier,20,er,ier,lier,re,reg,regi,10.447104,11.774751,het
onbereikbaarheid,16,id,eid,heid,on,onb,onbe,11.761173,9.85718,de
kostenstijging,14,ng,ing,ging,ko,kos,kost,7.9858174,12.9516945,de
verervingskracht,16,ht,cht,acht,ve,ver,vere,10.6128025,9.757634,de
moederlijn,10,jn,ijn,lijn,mo,moe,moed,6.8749156,5.0457745,de
fokkerij,8,ij,rij,erij,fo,fok,fokk,12.343504,6.8867407,de
springpaardenfokkerij,21,ij,rij,erij,sp,spr,spri,11.556626,5.8456354,de
cultfilm,8,lm,ilm,film,cu,cul,cult,13.723338,10.113585,de
jopenbrouwerij,14,ij,rij,erij,jo,jop,jope,13.110558,3.8861542,de
zonnedak,8,ak,dak,edak,zo,zon,zonn,9.5873,5.1833243,het
herovering,10,ng,ing,ring,he,her,hero,11.033519,9.103394,de
Castrelos,9,os,los,elos,ca,cas,cast,12.095724,7.205633,de
dolmen,6,en,men,lmen,do,dol,dolm,13.133584,7.8939996,de
salazón,7,ón,zón,azón,sa,sal,sala,11.006975,9.397171,de
boetiekhotel,12,el,tel,otel,bo,boe,boet,6.9325943,6.9988203,het
minibieb,8,eb,ieb,bieb,mi,min,mini,12.396907,8.46666,de
veaudeville,11,le,lle,ille,ve,vea,veau,14.341096,12.056415,de
gag,3,ag,gag,gag,ga,gag,gag,12.3700905,8.647996,de
komieak,7,ak,eak,ieak,ko,kom,komi,10.0543165,12.749099,de
quiz-show,9,ow,how,show,qu,qui,quiz,11.328785,11.2023115,de
komiek,6,ek,iek,miek,ko,kom,komi,13.017073,9.613549,de
opgang,6,ng,ang,gang,op,opg,opga,10.429924,8.466706,de
dubbelleven,11,en,ven,even,du,dub,dubb,7.435806,8.008775,het
Chaplinologie,13,ie,gie,ogie,ch,cha,chap,13.106588,10.277807,de
stoot,5,ot,oot,toot,st,sto,stoo,15.234462,6.7535005,de
fluwe,5,we,uwe,luwe,fl,flu,fluw,11.907415,6.670294,de
vuurlinie,9,ie,nie,inie,vu,vuu,vuur,10.3650675,5.026637,de
imperialisme,12,me,sme,isme,im,imp,impe,11.282676,12.859477,het
Westduitser,11,er,ser,tser,we,wes,west,11.021344,4.0429482,de
dDR-burgers,11,rs,ers,gers,dd,ddr,ddr-,12.296145,4.6638703,de
besluiten,9,en,ten,iten,be,bes,besl,11.487043,14.267255,het
vakantieverkeer,15,er,eer,keer,va,vak,vaka,5.25059,6.9184017,het
exodus,6,us,dus,odus,ex,exo,exod,10.242855,9.0471525,de
Exodus,6,us,dus,odus,ex,exo,exod,10.148195,9.064249,de
blokpartij,10,ij,tij,rtij,bl,blo,blok,10.268467,8.620902,de
vluchtelingencrisis,19,is,sis,isis,vl,vlu,vluc,8.094824,8.854303,de
bom,3,om,bom,bom,bo,bom,bom,12.975947,8.65681,de
oude-mannenregime,17,me,ime,gime,ou,oud,oude,14.315666,10.295799,het
champagneglas,13,as,las,glas,ch,cha,cham,13.1454525,3.8328552,de
feesten,7,en,ten,sten,fe,fee,fees,13.610664,10.423145,de
ronde-tafelakkoord,18,rd,ord,oord,ro,ron,rond,12.165075,3.4454932,het
weder,5,er,der,eder,we,wed,wede,12.535335,9.258567,het
serveerster,11,er,ter,ster,se,ser,serv,9.84415,12.511449,de
maandagavond-concept,20,pt,ept,cept,ma,maa,maan,5.987877,6.8471246,het
Nobelstraat,11,at,aat,raat,no,nob,nobe,8.168377,12.509681,de
Wintertuin,10,in,uin,tuin,wi,win,wint,3.315947,7.3890333,de
TVfinale,8,le,ale,nale,tv,tvf,tvfi,14.724246,12.739302,de
Premier,7,er,ier,mier,pr,pre,prem,10.341481,13.241969,het
Pannenkoekenboot,16,ot,oot,boot,pa,pan,pann,10.302254,4.202031,de
pannenkoekenbuffet,18,et,fet,ffet,pa,pan,pann,12.255284,4.456652,het
burt,4,rt,urt,burt,bu,bur,burt,12.209832,6.718354,de
bodemwarmte,11,te,mte,rmte,bo,bod,bode,12.4558325,6.907748,de
lavendelplant,13,nt,ant,lant,la,lav,lave,11.958989,6.0068583,de
stengel,7,el,gel,ngel,st,ste,sten,12.339658,7.096678,de
snoeischaar,11,ar,aar,haar,sn,sno,snoe,11.765595,7.208083,de
klomp,5,mp,omp,lomp,kl,klo,klom,12.845714,6.1798935,de
filmprijs,9,js,ijs,rijs,fi,fil,film,14.382677,12.622686,de
noodlot,7,ot,lot,dlot,no,noo,nood,12.213487,7.177479,het
correspondent,13,nt,ent,dent,co,cor,corr,12.284017,12.653639,de
oscarwinnaar,12,ar,aar,naar,os,osc,osca,12.571513,7.100033,de
festivalprogramma,17,ma,mma,amma,fe,fes,fest,13.843325,10.838751,het
fototentoonstelling,19,ng,ing,ling,fo,fot,foto,13.780498,13.054756,de
portret,7,et,ret,tret,po,por,port,13.733671,12.988636,de
fotoserie,9,ie,rie,erie,fo,fot,foto,13.827664,13.138853,de
consquentie,11,ie,tie,ntie,co,con,cons,11.277994,10.060672,de
mensenrechtenverdediger,23,er,ger,iger,me,men,mens,11.592938,12.29866,de
spotlight,9,ht,ght,ight,sp,spo,spot,10.076548,5.687798,de
welkomstwoord,13,rd,ord,oord,we,wel,welk,13.157326,9.811635,het
director-General,16,al,ral,eral,di,dir,dire,10.180077,13.187018,de
Masterclass,11,ss,ass,lass,ma,mas,mast,6.5653205,11.682476,de
movieZone,9,ne,one,zone,mo,mov,movi,14.378186,12.700098,de
MovieZone,9,ne,one,zone,mo,mov,movi,14.359463,12.689569,de
Activist,8,st,ist,vist,ac,act,acti,11.588933,12.387435,de
BNNVARA-publieksprijswinnaar,28,ar,aar,naar,bn,bnn,bnnv,8.386499,12.842375,de
slotfilm,8,lm,ilm,film,sl,slo,slot,14.406303,12.783591,de
telefoonrekening,16,ng,ing,ning,te,tel,tele,8.262518,10.870609,de
autoverzekeraar,15,ar,aar,raar,au,aut,auto,3.1585007,8.6009445,de
kloofverzekering,16,ng,ing,ring,kl,klo,kloo,3.0451603,8.566267,de
keuzehulp,9,lp,ulp,hulp,ke,keu,keuz,11.488939,14.243738,de
tro,3,ro,tro,tro,tr,tro,tro,13.627367,9.536481,de
autostriping,12,ng,ing,ping,au,aut,auto,6.3646846,8.729642,de
tint,4,nt,int,tint,ti,tin,tint,11.916619,6.786186,both
raamfolie,9,ie,lie,olie,ra,raa,raam,8.990243,8.2765045,de
achterruitverwarming,20,ng,ing,ming,ac,ach,acht,14.118326,2.8643136,de
lakbescherming,14,ng,ing,ming,la,lak,lakb,10.098338,11.300788,de
bumper,6,er,per,mper,bu,bum,bump,6.559973,8.738476,de
fjordengebied,13,ed,ied,bied,fj,fjo,fjor,10.338428,4.025278,het
hoogvlakte,10,te,kte,akte,ho,hoo,hoog,9.762333,8.26877,de
zalmrivier,10,er,ier,vier,za,zal,zalm,10.201525,3.8995414,de
suldalslågen,12,en,gen,ågen,su,sul,suld,12.138836,4.589063,de
goudbaren,9,en,ren,aren,go,gou,goud,9.967221,6.393097,de
bladschijf,10,jf,ijf,hijf,bl,bla,blad,11.882912,5.9604626,de
woekerzwam,10,am,wam,zwam,wo,woe,woek,9.177292,4.726049,de
schors,6,rs,ors,hors,sc,sch,scho,13.190488,6.8001833,de
sporedrager,11,er,ger,ager,sp,spo,spor,11.82709,7.011946,de
kool,4,ol,ool,kool,ko,koo,kool,6.8119516,11.745023,de
woekering,9,ng,ing,ring,wo,woe,woek,11.903189,8.524297,de
gal,3,al,gal,gal,ga,gal,gal,13.066494,8.713487,de
goochelaar,10,ar,aar,laar,go,goo,gooc,12.534435,6.606329,de
tafelgoocheloptreden,20,en,den,eden,ta,taf,tafe,12.167576,3.4661572,het
beursgoochelaar,15,ar,aar,laar,be,beu,beur,12.046636,9.300606,de
kindershow,10,ow,how,show,ki,kin,kind,6.960118,5.3275566,de
kindergoochelaar,16,ar,aar,laar,ki,kin,kind,6.947116,5.3107514,de
Noordzeestrand,14,nd,and,rand,no,noo,noor,10.32115,4.1041226,het
installatiemonteur,18,ur,eur,teur,in,ins,inst,8.722318,10.551279,de
Wal,3,al,wal,wal,wa,wal,wal,13.520673,7.1017613,de
kous,4,us,ous,kous,ko,kou,kous,13.021945,6.5283813,de
oordop,6,op,dop,rdop,oo,oor,oord,12.9221,7.4561334,de
oortje,6,je,tje,rtje,oo,oor,oort,13.04861,11.010729,de
oort,4,rt,ort,oort,oo,oor,oort,13.051102,11.029243,de
sneeuwmassa,11,sa,ssa,assa,sn,sne,snee,3.3031678,7.401067,de
noorderlichten,14,en,ten,hten,no,noo,noor,9.900798,5.4330716,de
fotocamera,10,ra,era,mera,fo,fot,foto,13.931368,13.25349,de
gletsjer,8,er,jer,sjer,gl,gle,glet,3.3459458,7.3812037,de
Icecave,7,ve,ave,cave,ic,ice,icec,3.3984714,7.347968,de
voetje,6,je,tje,etje,vo,voe,voet,9.5849695,7.095541,de
Noorderlicht,12,ht,cht,icht,no,noo,noor,9.962552,5.472718,de
Geiser,6,er,ser,iser,ge,gei,geis,13.512024,6.688,de
Vershal,7,al,hal,shal,ve,ver,vers,12.984467,7.4499826,de
veem,4,em,eem,veem,ve,vee,veem,12.914126,8.933752,het
kledinghanger,13,er,ger,nger,kl,kle,kled,10.583577,6.358942,de
trouwe,6,we,uwe,ouwe,tr,tro,trou,12.024559,7.408849,de
excommunist,11,st,ist,nist,ex,exc,exco,8.899628,5.993354,de
partijweekblad,14,ad,lad,blad,pa,par,part,11.683022,13.64345,het
kandidaat-hoofdinspecteur,25,ur,eur,teur,ka,kan,kand,10.243397,13.055928,de
koloniaol,9,ol,aol,iaol,ko,kol,kolo,14.04833,10.29378,de
inboorling,10,ng,ing,ling,in,inb,inbo,10.566644,8.774456,de
bibliothecaris,14,is,ris,aris,bi,bib,bibl,12.757314,12.492772,de
eurocommunist,13,st,ist,nist,eu,eur,euro,10.460419,14.314704,de
trotskist,9,st,ist,kist,tr,tro,trot,11.888119,7.537113,de
rotatieprincipe,15,pe,ipe,cipe,ro,rot,rota,10.320741,7.5812726,het
nationalisme,12,me,sme,isme,na,nat,nati,11.029806,13.025011,het
confederalisering,17,ng,ing,ring,co,con,conf,11.47408,10.736317,de
onbegrip,8,ip,rip,grip,on,onb,onbe,12.302864,9.315312,het
dialectiek,10,ek,iek,tiek,di,dia,dial,12.829044,11.290266,de
zoekveld,8,ld,eld,veld,zo,zoe,zoek,12.364937,16.078545,het
Nar,3,ar,nar,nar,na,nar,nar,13.482297,7.814253,de
kalfsoester,11,er,ter,ster,ka,kal,kalf,11.8056345,5.8305855,de
shift,5,ft,ift,hift,sh,shi,shif,9.289322,9.767399,de
verbindingsspeler,17,er,ler,eler,ve,ver,verb,8.524303,9.975909,de
innovatievuur,13,ur,uur,vuur,in,inn,inno,8.944351,9.791385,het
payroll-domein,14,in,ein,mein,pa,pay,payr,9.106963,13.930971,het
zeis,4,is,eis,zeis,ze,zei,zeis,12.947946,8.899442,de
Festival,8,al,val,ival,fe,fes,fest,13.813467,10.81781,het
bladerdeeg,10,eg,eeg,deeg,bl,bla,blad,12.053803,6.638693,het
pakke,5,ke,kke,akke,pa,pak,pakk,10.909506,8.534092,de
geiser,6,er,ser,iser,ge,gei,geis,13.505191,6.6517277,de
huidbeeld,9,ld,eld,eeld,hu,hui,huid,10.474999,6.4017677,het
gezichtscrème,13,me,ème,rème,ge,gez,gezi,10.345842,6.235389,de
wilgenbast,10,st,ast,bast,wi,wil,wilg,11.298621,6.2089276,de
aandeelhouderswaran,19,an,ran,aran,aa,aan,aand,8.8475065,12.965578,de
diversificatie,14,ie,tie,atie,di,div,dive,11.6235485,10.0671,de
investeringsfonds,17,ds,nds,onds,in,inv,inve,8.678637,13.352041,het
ICTsector,9,or,tor,ctor,ic,ict,icts,8.42985,10.56839,de
hoofdinvesteerder,17,er,der,rder,ho,hoo,hoof,8.772156,13.154377,de
kapitaalinjectie,16,ie,tie,ctie,ka,kap,kapi,8.67993,12.899907,de
luchtmacht,10,ht,cht,acht,lu,luc,luch,9.080236,4.555714,de
ACECgebouw,10,uw,ouw,bouw,ac,ace,acec,11.526424,8.124593,het
schetsontwer,12,er,wer,twer,sc,sch,sche,11.73899,7.111127,de
ontwerpwerk,11,rk,erk,werk,on,ont,ontw,13.201492,12.224726,het
schets,6,ts,ets,hets,sc,sch,sche,12.650071,7.653194,de
subwijk,7,jk,ijk,wijk,su,sub,subw,10.029286,8.227582,de
veearts/dierenarts,18,ts,rts,arts,ve,vee,veea,11.627068,5.5813646,de
dominikaner,11,er,ner,aner,do,dom,domi,12.862208,7.1711793,de
henon,5,on,non,enon,he,hen,heno,12.274465,6.3076034,de
rozekam,7,am,kam,ekam,ro,roz,roze,12.628928,7.737228,de
henn,4,nn,enn,henn,he,hen,henn,12.374449,6.1926455,de
begeleidingsboom,16,om,oom,boom,be,beg,bege,11.336432,5.7270784,de
vlaggensysteem,14,em,eem,teem,vl,vla,vlag,10.001571,7.811643,het
winstverwachting,16,ng,ing,ting,wi,win,wins,8.762932,12.885761,de
autofabrikant,13,nt,ant,kant,au,aut,auto,6.287465,8.763556,de
ebit,4,it,bit,ebit,eb,ebi,ebit,13.386948,8.040869,de
tegenvaller,11,er,ler,ller,te,teg,tege,11.397811,9.51832,de
winstbijstelling,16,ng,ing,ling,wi,win,wins,8.762017,12.926102,de
houdadvies,10,es,ies,vies,ho,hou,houd,12.750092,7.1640615,het
kalkoen,7,en,oen,koen,ka,kal,kalk,12.513658,6.3047247,de
pruimen,7,en,men,imen,pr,pru,prui,11.831975,6.8170767,de
bourbon,7,on,bon,rbon,bo,bou,bour,13.112627,3.8675766,de
knoflookolie,12,ie,lie,olie,kn,kno,knof,7.668766,3.663853,de
uienrineg,9,eg,neg,ineg,ui,uie,uien,12.446743,7.00226,de
tijm,4,jm,ijm,tijm,ti,tij,tijm,12.801219,7.6588006,de
rollade,7,de,ade,lade,ro,rol,roll,10.654224,7.6669226,de
kerstomat,9,at,mat,omat,ke,ker,kers,4.532859,6.586852,de
cherrytomaat,12,at,aat,maat,ch,che,cher,12.765666,4.985865,de
bbq,3,bq,bbq,bbq,bb,bbq,bbq,10.440794,9.728803,de
desktopomgeving,15,ng,ing,ving,de,des,desk,13.904895,12.61549,de
installatieprocedure,20,re,ure,dure,in,ins,inst,8.757811,10.582036,de
basispakkett,12,tt,ett,kett,ba,bas,basi,10.197364,9.98454,de
Ubuntu-installatie,18,ie,tie,atie,ub,ubu,ubun,8.700618,10.517811,de
installatieinstructie,21,ie,tie,ctie,in,ins,inst,8.707477,10.60663,de
Kavelcoöperatie,15,ie,tie,atie,ka,kav,kave,10.943776,10.621282,de
vollegrond,10,nd,ond,rond,vo,vol,voll,10.97911,8.666466,de
onderzoekslocatie,17,ie,tie,atie,on,ond,onde,7.524955,11.506513,de
motel,5,el,tel,otel,mo,mot,mote,6.9112444,6.986161,both
barbecues,9,es,ues,cues,ba,bar,barb,12.322362,4.794281,de
couponboekjes,13,es,jes,kjes,co,cou,coup,8.264965,13.069183,de
autoruit,8,it,uit,ruit,au,aut,auto,11.212043,11.6911545,de
krantje,7,je,tje,ntje,kr,kra,kran,12.33748,12.446581,het
voedingsrichtlijn,17,jn,ijn,lijn,vo,voe,voed,12.05422,4.3901887,de
sterfterisico,13,co,ico,sico,st,ste,ster,13.353988,10.471272,het
vetconsumptie,13,ie,tie,ptie,ve,vet,vetc,9.9221735,10.876047,de
verenging,9,ng,ing,ging,ve,ver,vere,11.746371,8.992925,de
Badminton,9,on,ton,nton,ba,bad,badm,5.75783,9.95055,de
afhangsysteem,13,em,eem,teem,af,afh,afha,9.32801,10.140211,het
forumdiscussie,14,ie,sie,ssie,fo,for,foru,12.086571,12.104967,de
pinksterlanddag,15,ag,dag,ddag,pi,pin,pink,5.961586,7.033006,de
redakties,9,es,ies,ties,re,red,reda,12.297635,12.048761,de
beantwoorderster,16,er,ter,ster,be,bea,bean,12.101763,10.673149,de
m/v-verdeling,13,ng,ing,ling,m/,m/v,m/v-,10.728667,10.027111,de
vrouwvriendelijkheid,20,id,eid,heid,vr,vro,vrou,14.054379,8.880666,de
diskussie,9,ie,sie,ssie,di,dis,disk,11.992221,11.050038,de
vragensteller,13,er,ler,ller,vr,vra,vrag,11.474747,11.097603,de
geslachte,9,te,hte,chte,ge,ges,gesl,12.538104,7.6746025,de
brutaalsten,11,en,ten,sten,br,bru,brut,12.378153,9.345333,de
reader,6,er,der,ader,re,rea,read,12.715642,12.330695,de
Longpunt,8,nt,unt,punt,lo,lon,long,10.517558,8.62404,het
kostenefficiëntie,17,ie,tie,ntie,ko,kos,kost,7.977488,12.9483,de
leveringszekerheid,18,id,eid,heid,le,lev,leve,9.114539,11.788692,de
elektriciteitsnett,18,tt,ett,nett,el,ele,elek,4.2587495,11.009441,de
energienett,11,tt,ett,nett,en,ene,ener,4.0066924,11.171281,de
Park,4,rk,ark,park,pa,par,park,8.585827,7.1790185,het
loyaliteitsprogramma,20,ma,mma,amma,lo,loy,loya,11.9932,10.674329,het
veiligheidscertificaat,22,at,aat,caat,ve,vei,veil,10.136064,11.380209,het
vice-coördinator,16,or,tor,ator,vi,vic,vice,10.23045,13.187207,de
onderzoeks-,11,s-,ks-,eks-,on,ond,onde,7.507236,11.487042,het
Project,7,ct,ect,ject,pr,pro,proj,8.987121,11.217745,het
schoolinternaat,15,at,aat,naat,sc,sch,scho,6.1632323,11.951708,het
Klantcontactcentrum,19,um,rum,trum,kl,kla,klan,8.319841,10.9114895,het
activiteitsperiode,18,de,ode,iode,ac,act,acti,10.7609625,10.890405,de
zeehonden,9,en,den,nden,ze,zee,zeeh,11.526056,5.5773635,de
orka,4,ka,rka,orka,or,ork,orka,12.560473,7.4485474,de
zeehond,7,nd,ond,hond,ze,zee,zeeh,11.483172,5.3737435,de
dierenambulance,15,ce,nce,ance,di,die,dier,11.344119,5.37484,de
katjeskelder,12,er,der,lder,ka,kat,katj,11.715783,5.8911242,de
boetelingskap,13,ap,kap,skap,bo,boe,boet,11.985313,5.3481684,de
kruisweg,8,eg,weg,sweg,kr,kru,krui,9.810424,7.9671617,de
boeteling,9,ng,ing,ling,bo,boe,boet,11.2814665,8.387591,de
citadel,7,el,del,adel,ci,cit,cita,14.096178,9.556551,de
mama,4,ma,ama,mama,ma,mam,mama,6.889421,5.0460424,de
hoofdvestiging,14,ng,ing,ging,ho,hoo,hoof,10.2606535,7.478968,de
constructiegedeelte,19,te,lte,elte,co,con,cons,8.343768,9.104301,het
calorie,7,ie,rie,orie,ca,cal,calo,11.806298,4.2982216,de
calorielijst,12,st,jst,ijst,ca,cal,calo,11.809863,4.2895207,de
standaardprogramma,18,ma,mma,amma,st,sta,stan,9.626129,10.725312,het
verbrandingskamer,17,er,mer,amer,ve,ver,verb,10.358093,5.0279326,de
engraved,8,ed,ved,aved,en,eng,engr,12.419091,11.760477,het
behangbaon,10,on,aon,baon,be,beh,beha,15.013113,7.77802,de
orb,3,rb,orb,orb,or,orb,orb,10.875514,7.060135,de
druivenoogst,12,st,gst,ogst,dr,dru,drui,15.168049,6.7758183,de
alcoholgehalte,14,te,lte,alte,al,alc,alco,13.057372,3.8665998,het
Hoop,4,op,oop,hoop,ho,hoo,hoop,6.365927,10.07048,de
funderingselement,17,nt,ent,ment,fu,fun,fund,8.560782,13.309642,het
getallenreeks,13,ks,eks,eeks,ge,get,geta,10.388207,10.126791,de
prijscalculator,15,or,tor,ator,pr,pri,prij,7.91498,12.913663,de
energieservicesbedrijf,22,jf,ijf,rijf,en,ene,ener,4.0317287,11.15667,het
cloud,5,ud,oud,loud,cl,clo,clou,9.544186,5.2087426,de
rekenportfolio,14,io,lio,olio,re,rek,reke,8.6300955,13.265261,de
on-premises,11,es,ses,ises,on,on-,on-p,9.893611,10.607218,de
Linux,5,ux,nux,inux,li,lin,linu,8.49381,10.323201,de
Linux-kernel,12,el,nel,rnel,li,lin,linu,9.670735,6.7952023,de
Azure-migratiecentrum,21,um,rum,trum,az,azu,azur,9.503237,5.250067,het
Azure,5,re,ure,zure,az,azu,azur,9.599532,5.2572627,de
PowerShell-opdrachtregel,24,el,gel,egel,po,pow,powe,9.834727,9.817656,de
opdrachtregel,13,el,gel,egel,op,opd,opdr,10.596225,11.189507,de
SLA,3,la,sla,sla,sl,sla,sla,12.370904,7.2516594,de
Azure-schijven,14,en,ven,jven,az,azu,azur,9.59575,5.324997,de
CNCprogrammeur,14,ur,eur,meur,cn,cnc,cncp,9.182725,10.335058,de
verspaningsproces,17,es,ces,oces,ve,ver,vers,9.823911,10.1740675,het
CNCmachines,11,es,nes,ines,cn,cnc,cncm,8.9238825,10.102915,de
verspaning,10,ng,ing,ning,ve,ver,vers,11.406346,8.563138,de
verspaners,10,rs,ers,ners,ve,ver,vers,14.651491,8.138611,de
informatiemiddag,16,ag,dag,ddag,in,inf,info,6.0602837,7.056319,de
fantasiespel,12,el,pel,spel,fa,fan,fant,12.578434,9.925545,het
spelcounseling,14,ng,ing,ling,sp,spe,spel,11.695066,7.5849648,de
counselor,9,or,lor,elor,co,cou,coun,10.059924,12.016438,de
werkdocument,12,nt,ent,ment,we,wer,werk,9.499579,13.904411,het
ontwikkelingsamenwerking,24,ng,ing,king,on,ont,ontw,8.998366,10.859103,de
engagement,10,nt,ent,ment,en,eng,enga,11.37273,10.86721,het
Comissiediensten,16,en,ten,sten,co,com,comi,10.61878,12.820209,de
projectinformatie,17,ie,tie,atie,pr,pro,proj,8.903745,11.232114,de
beleidsdialoog,14,og,oog,loog,be,bel,bele,10.385826,13.637923,de
partnerlande,12,de,nde,ande,pa,par,part,10.781651,11.458373,de
resolutieVanaf,14,af,naf,anaf,re,res,reso,11.030314,9.568961,de
Commissiediensten,17,en,ten,sten,co,com,comm,10.656728,12.878541,de
projectbeheer,13,er,eer,heer,pr,pro,proj,8.9444065,11.22004,het
projectcyclus,13,us,lus,clus,pr,pro,proj,8.948294,11.248548,de
overplaatsing,13,ng,ing,sing,ov,ove,over,9.32614,9.646531,de
bijstandsverlening,18,ng,ing,ning,bi,bij,bijs,10.46491,10.767799,de
communicatielijn,16,jn,ijn,lijn,co,com,comm,8.456316,10.718003,de
